unit_id,unit_anchor,region,unit_size,sector,coordination_tier,n_comunas_sharing,n_action_archetypes,instrument_class,viable_anchor,actor_route,bundle_feasible
3,Tomé,Región del Bío-Bío,3,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
3,Tomé,Región del Bío-Bío,3,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
4,San Antonio,Región de Valparaíso,3,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
4,San Antonio,Región de Valparaíso,3,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
4,San Antonio,Región de Valparaíso,3,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
4,San Antonio,Región de Valparaíso,3,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
9,Coyhaique,Región de Aysén del Gral. Ibañez del Campo,9,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
9,Coyhaique,Región de Aysén del Gral. Ibañez del Campo,9,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
9,Coyhaique,Región de Aysén del Gral. Ibañez del Campo,9,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
9,Coyhaique,Región de Aysén del Gral. Ibañez del Campo,9,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
11,Valdivia,Región de Los Ríos,6,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
11,Valdivia,Región de Los Ríos,6,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
14,Punta Arenas,Región de Magallanes y Antártica Chilena,3,Stationary Energy,highly_coordinated,2,20,pooled grant/loan · ESCO · debt,True,municipal applicant,True
14,Punta Arenas,Región de Magallanes y Antártica Chilena,3,Stationary Energy,semi_coordinated,2,9,programmatic / blended,True,municipal applicant,True
16,Recoleta,Región Metropolitana de Santiago,3,Stationary Energy,highly_coordinated,2,20,pooled grant/loan · ESCO · debt,True,municipal applicant,True
16,Recoleta,Región Metropolitana de Santiago,3,Stationary Energy,semi_coordinated,2,9,programmatic / blended,True,municipal applicant,True
16,Recoleta,Región Metropolitana de Santiago,3,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
16,Recoleta,Región Metropolitana de Santiago,3,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
16,Recoleta,Región Metropolitana de Santiago,3,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
16,Recoleta,Región Metropolitana de Santiago,3,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
17,Puente Alto,Región Metropolitana de Santiago,4,Stationary Energy,highly_coordinated,2,20,pooled grant/loan · ESCO · debt,True,municipal applicant,True
17,Puente Alto,Región Metropolitana de Santiago,4,Stationary Energy,semi_coordinated,2,9,programmatic / blended,True,municipal applicant,True
17,Puente Alto,Región Metropolitana de Santiago,4,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
17,Puente Alto,Región Metropolitana de Santiago,4,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
17,Puente Alto,Región Metropolitana de Santiago,4,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
17,Puente Alto,Región Metropolitana de Santiago,4,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
18,Iquique,Región de Tarapacá,7,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
18,Iquique,Región de Tarapacá,7,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
22,San Pedro de Atacama,Región de Antofagasta,8,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
22,San Pedro de Atacama,Región de Antofagasta,8,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
22,San Pedro de Atacama,Región de Antofagasta,8,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
22,San Pedro de Atacama,Región de Antofagasta,8,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
26,Concón,Región de Valparaíso,2,Stationary Energy,highly_coordinated,2,20,pooled grant/loan · ESCO · debt,True,municipal applicant,True
26,Concón,Región de Valparaíso,2,Stationary Energy,semi_coordinated,2,9,programmatic / blended,True,municipal applicant,True
26,Concón,Región de Valparaíso,2,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
26,Concón,Región de Valparaíso,2,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
26,Concón,Región de Valparaíso,2,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
26,Concón,Región de Valparaíso,2,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
29,Chillán Viejo,Región de Ñuble,4,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
29,Chillán Viejo,Región de Ñuble,4,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
30,Castro,Región de Los Lagos,4,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
30,Castro,Región de Los Lagos,4,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
34,Algarrobo,Región de Valparaíso,2,Stationary Energy,highly_coordinated,2,20,pooled grant/loan · ESCO · debt,True,municipal applicant,True
34,Algarrobo,Región de Valparaíso,2,Stationary Energy,semi_coordinated,2,9,programmatic / blended,True,municipal applicant,True
34,Algarrobo,Región de Valparaíso,2,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
34,Algarrobo,Región de Valparaíso,2,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
35,Peñalolén,Región Metropolitana de Santiago,2,Stationary Energy,highly_coordinated,2,20,pooled grant/loan · ESCO · debt,True,municipal applicant,True
35,Peñalolén,Región Metropolitana de Santiago,2,Stationary Energy,semi_coordinated,2,9,programmatic / blended,True,municipal applicant,True
35,Peñalolén,Región Metropolitana de Santiago,2,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
35,Peñalolén,Región Metropolitana de Santiago,2,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
35,Peñalolén,Región Metropolitana de Santiago,2,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
35,Peñalolén,Región Metropolitana de Santiago,2,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
37,Rengo,Región del Libertador Bernardo O'Higgins,5,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
37,Rengo,Región del Libertador Bernardo O'Higgins,5,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
37,Rengo,Región del Libertador Bernardo O'Higgins,5,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
37,Rengo,Región del Libertador Bernardo O'Higgins,5,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
41,Talca,Región del Maule,4,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
41,Talca,Región del Maule,4,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
41,Talca,Región del Maule,4,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
41,Talca,Región del Maule,4,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
42,Ovalle,Región de Coquimbo,4,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
42,Ovalle,Región de Coquimbo,4,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
43,Lago Ranco,Región de Los Ríos,3,Stationary Energy,highly_coordinated,2,20,pooled grant/loan · ESCO · debt,True,municipal applicant,True
43,Lago Ranco,Región de Los Ríos,3,Stationary Energy,semi_coordinated,2,9,programmatic / blended,True,municipal applicant,True
45,Renca,Región Metropolitana de Santiago,2,Stationary Energy,highly_coordinated,2,20,pooled grant/loan · ESCO · debt,True,municipal applicant,True
45,Renca,Región Metropolitana de Santiago,2,Stationary Energy,semi_coordinated,2,9,programmatic / blended,True,municipal applicant,True
45,Renca,Región Metropolitana de Santiago,2,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
45,Renca,Región Metropolitana de Santiago,2,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
45,Renca,Región Metropolitana de Santiago,2,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
45,Renca,Región Metropolitana de Santiago,2,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
46,Quirihue,Región de Ñuble,4,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
46,Quirihue,Región de Ñuble,4,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
49,Coronel,Región del Bío-Bío,2,Stationary Energy,highly_coordinated,2,20,pooled grant/loan · ESCO · debt,True,municipal applicant,True
49,Coronel,Región del Bío-Bío,2,Stationary Energy,semi_coordinated,2,9,programmatic / blended,True,municipal applicant,True
49,Coronel,Región del Bío-Bío,2,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
49,Coronel,Región del Bío-Bío,2,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
49,Coronel,Región del Bío-Bío,2,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
49,Coronel,Región del Bío-Bío,2,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
51,La Ligua,Región de Valparaíso,5,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
51,La Ligua,Región de Valparaíso,5,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
56,Curacautín,Región de La Araucanía,5,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
56,Curacautín,Región de La Araucanía,5,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
56,Curacautín,Región de La Araucanía,5,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
56,Curacautín,Región de La Araucanía,5,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
63,Buin,Región Metropolitana de Santiago,2,Stationary Energy,highly_coordinated,2,20,pooled grant/loan · ESCO · debt,True,municipal applicant,True
63,Buin,Región Metropolitana de Santiago,2,Stationary Energy,semi_coordinated,2,9,programmatic / blended,True,municipal applicant,True
63,Buin,Región Metropolitana de Santiago,2,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
63,Buin,Región Metropolitana de Santiago,2,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
63,Buin,Región Metropolitana de Santiago,2,Waste,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
63,Buin,Región Metropolitana de Santiago,2,Waste,semi_coordinated,2,7,programmatic / blended,True,municipal applicant,True
64,Ancud,Región de Los Lagos,2,Stationary Energy,highly_coordinated,2,20,pooled grant/loan · ESCO · debt,True,municipal applicant,True
64,Ancud,Región de Los Lagos,2,Stationary Energy,semi_coordinated,2,9,programmatic / blended,True,municipal applicant,True
66,Vallenar,Región de Atacama,5,Transportation,highly_coordinated,2,1,pooled grant/loan · ESCO · debt,True,municipal applicant,True
66,Vallenar,Región de Atacama,5,Transportation,semi_coordinated,2,5,programmatic / blended,True,municipal applicant,True
32,Pelluhue,Región del Maule,13,Stationary Energy,idiosyncratic,13,2,grant / PES / TA,True,municipal applicant,False
28,Padre Las Casas,Región de La Araucanía,12,Stationary Energy,idiosyncratic,12,2,grant / PES / TA,True,municipal applicant,False
32,Pelluhue,Región del Maule,13,AFOLU,idiosyncratic,12,27,grant / PES / TA,True,municipal applicant,False
19,Santa Cruz,Región del Libertador Bernardo O'Higgins,9,Stationary Energy,idiosyncratic,9,2,grant / PES / TA,True,municipal applicant,False
19,Santa Cruz,Región del Libertador Bernardo O'Higgins,9,AFOLU,idiosyncratic,9,27,grant / PES / TA,True,municipal applicant,False
21,Puchuncaví,Región de Valparaíso,11,Stationary Energy,idiosyncratic,9,2,grant / PES / TA,True,municipal applicant,False
21,Puchuncaví,Región de Valparaíso,11,IPPU,highly_coordinated,9,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
21,Puchuncaví,Región de Valparaíso,11,IPPU,idiosyncratic,9,3,grant / PES / TA,True,firm-actor: city is referrer,False
21,Puchuncaví,Región de Valparaíso,11,IPPU,semi_coordinated,9,18,programmatic / blended,True,firm-actor: city is referrer,False
24,Puerto Montt,Región de Los Lagos,11,Stationary Energy,idiosyncratic,9,2,grant / PES / TA,True,municipal applicant,False
28,Padre Las Casas,Región de La Araucanía,12,Transportation,idiosyncratic,9,2,grant / PES / TA,True,municipal applicant,False
12,Rancagua,Región del Libertador Bernardo O'Higgins,8,Stationary Energy,idiosyncratic,8,2,grant / PES / TA,True,municipal applicant,False
12,Rancagua,Región del Libertador Bernardo O'Higgins,8,IPPU,highly_coordinated,8,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
12,Rancagua,Región del Libertador Bernardo O'Higgins,8,IPPU,idiosyncratic,8,3,grant / PES / TA,True,firm-actor: city is referrer,False
12,Rancagua,Región del Libertador Bernardo O'Higgins,8,IPPU,semi_coordinated,8,18,programmatic / blended,True,firm-actor: city is referrer,False
22,San Pedro de Atacama,Región de Antofagasta,8,Stationary Energy,idiosyncratic,8,2,grant / PES / TA,True,municipal applicant,False
22,San Pedro de Atacama,Región de Antofagasta,8,IPPU,highly_coordinated,8,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
22,San Pedro de Atacama,Región de Antofagasta,8,IPPU,idiosyncratic,8,3,grant / PES / TA,True,firm-actor: city is referrer,False
22,San Pedro de Atacama,Región de Antofagasta,8,IPPU,semi_coordinated,8,18,programmatic / blended,True,firm-actor: city is referrer,False
28,Padre Las Casas,Región de La Araucanía,12,AFOLU,idiosyncratic,8,27,grant / PES / TA,True,municipal applicant,False
7,Concepción,Región del Bío-Bío,7,Stationary Energy,idiosyncratic,7,2,grant / PES / TA,True,municipal applicant,False
9,Coyhaique,Región de Aysén del Gral. Ibañez del Campo,9,Stationary Energy,idiosyncratic,7,2,grant / PES / TA,True,municipal applicant,False
21,Puchuncaví,Región de Valparaíso,11,Transportation,idiosyncratic,7,2,grant / PES / TA,True,municipal applicant,False
24,Puerto Montt,Región de Los Lagos,11,Transportation,idiosyncratic,7,2,grant / PES / TA,True,municipal applicant,False
25,San Carlos,Región de Ñuble,7,Stationary Energy,idiosyncratic,7,2,grant / PES / TA,True,municipal applicant,False
36,Molina,Región del Maule,7,Stationary Energy,idiosyncratic,7,2,grant / PES / TA,True,municipal applicant,False
36,Molina,Región del Maule,7,AFOLU,idiosyncratic,7,27,grant / PES / TA,True,municipal applicant,False
39,Cabrero,Región del Bío-Bío,9,Stationary Energy,idiosyncratic,7,2,grant / PES / TA,True,municipal applicant,False
7,Concepción,Región del Bío-Bío,7,Transportation,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
7,Concepción,Región del Bío-Bío,7,Waste,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
10,Peñaflor,Región Metropolitana de Santiago,6,Stationary Energy,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
10,Peñaflor,Región Metropolitana de Santiago,6,Transportation,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
10,Peñaflor,Región Metropolitana de Santiago,6,Waste,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
10,Peñaflor,Región Metropolitana de Santiago,6,IPPU,highly_coordinated,6,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
10,Peñaflor,Región Metropolitana de Santiago,6,IPPU,idiosyncratic,6,3,grant / PES / TA,True,firm-actor: city is referrer,False
10,Peñaflor,Región Metropolitana de Santiago,6,IPPU,semi_coordinated,6,18,programmatic / blended,True,firm-actor: city is referrer,False
12,Rancagua,Región del Libertador Bernardo O'Higgins,8,Transportation,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
12,Rancagua,Región del Libertador Bernardo O'Higgins,8,Waste,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
18,Iquique,Región de Tarapacá,7,Stationary Energy,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
21,Puchuncaví,Región de Valparaíso,11,Waste,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
25,San Carlos,Región de Ñuble,7,AFOLU,idiosyncratic,6,27,grant / PES / TA,True,municipal applicant,False
27,Osorno,Región de Los Lagos,6,Stationary Energy,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
28,Padre Las Casas,Región de La Araucanía,12,Waste,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
38,Traiguén,Región de La Araucanía,6,Stationary Energy,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
50,Linares,Región del Maule,6,Stationary Energy,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
58,Los Andes,Región de Valparaíso,6,Stationary Energy,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
58,Los Andes,Región de Valparaíso,6,IPPU,highly_coordinated,6,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
58,Los Andes,Región de Valparaíso,6,IPPU,idiosyncratic,6,3,grant / PES / TA,True,firm-actor: city is referrer,False
58,Los Andes,Región de Valparaíso,6,IPPU,semi_coordinated,6,18,programmatic / blended,True,firm-actor: city is referrer,False
67,Lebu,Región del Bío-Bío,6,Stationary Energy,idiosyncratic,6,2,grant / PES / TA,True,municipal applicant,False
1,Lo Barnechea,Región Metropolitana de Santiago,6,Stationary Energy,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
1,Lo Barnechea,Región Metropolitana de Santiago,6,Transportation,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
2,Valparaíso,Región de Valparaíso,5,Stationary Energy,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
2,Valparaíso,Región de Valparaíso,5,Transportation,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
5,Lampa,Región Metropolitana de Santiago,5,Stationary Energy,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
5,Lampa,Región Metropolitana de Santiago,5,Transportation,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
7,Concepción,Región del Bío-Bío,7,IPPU,highly_coordinated,5,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
7,Concepción,Región del Bío-Bío,7,IPPU,idiosyncratic,5,3,grant / PES / TA,True,firm-actor: city is referrer,False
7,Concepción,Región del Bío-Bío,7,IPPU,semi_coordinated,5,18,programmatic / blended,True,firm-actor: city is referrer,False
11,Valdivia,Región de Los Ríos,6,Stationary Energy,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
12,Rancagua,Región del Libertador Bernardo O'Higgins,8,AFOLU,idiosyncratic,5,27,grant / PES / TA,True,municipal applicant,False
19,Santa Cruz,Región del Libertador Bernardo O'Higgins,9,Transportation,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
24,Puerto Montt,Región de Los Lagos,11,AFOLU,idiosyncratic,5,27,grant / PES / TA,True,municipal applicant,False
27,Osorno,Región de Los Lagos,6,AFOLU,idiosyncratic,5,27,grant / PES / TA,True,municipal applicant,False
32,Pelluhue,Región del Maule,13,Transportation,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
32,Pelluhue,Región del Maule,13,Waste,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
37,Rengo,Región del Libertador Bernardo O'Higgins,5,Stationary Energy,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
37,Rengo,Región del Libertador Bernardo O'Higgins,5,IPPU,highly_coordinated,5,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
37,Rengo,Región del Libertador Bernardo O'Higgins,5,IPPU,idiosyncratic,5,3,grant / PES / TA,True,firm-actor: city is referrer,False
37,Rengo,Región del Libertador Bernardo O'Higgins,5,IPPU,semi_coordinated,5,18,programmatic / blended,True,firm-actor: city is referrer,False
38,Traiguén,Región de La Araucanía,6,AFOLU,idiosyncratic,5,27,grant / PES / TA,True,municipal applicant,False
39,Cabrero,Región del Bío-Bío,9,IPPU,highly_coordinated,5,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
39,Cabrero,Región del Bío-Bío,9,IPPU,idiosyncratic,5,3,grant / PES / TA,True,firm-actor: city is referrer,False
39,Cabrero,Región del Bío-Bío,9,IPPU,semi_coordinated,5,18,programmatic / blended,True,firm-actor: city is referrer,False
40,Los Vilos,Región de Coquimbo,5,Stationary Energy,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
40,Los Vilos,Región de Coquimbo,5,IPPU,highly_coordinated,5,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
40,Los Vilos,Región de Coquimbo,5,IPPU,idiosyncratic,5,3,grant / PES / TA,True,firm-actor: city is referrer,False
40,Los Vilos,Región de Coquimbo,5,IPPU,semi_coordinated,5,18,programmatic / blended,True,firm-actor: city is referrer,False
44,Nacimiento,Región del Bío-Bío,5,Stationary Energy,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
50,Linares,Región del Maule,6,Transportation,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
50,Linares,Región del Maule,6,Waste,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
50,Linares,Región del Maule,6,AFOLU,idiosyncratic,5,27,grant / PES / TA,True,municipal applicant,False
53,Villarrica,Región de La Araucanía,5,Stationary Energy,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
53,Villarrica,Región de La Araucanía,5,Transportation,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
56,Curacautín,Región de La Araucanía,5,Stationary Energy,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
61,Las Cabras,Región del Libertador Bernardo O'Higgins,5,Stationary Energy,idiosyncratic,5,2,grant / PES / TA,True,municipal applicant,False
61,Las Cabras,Región del Libertador Bernardo O'Higgins,5,AFOLU,idiosyncratic,5,27,grant / PES / TA,True,municipal applicant,False
1,Lo Barnechea,Región Metropolitana de Santiago,6,Waste,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
2,Valparaíso,Región de Valparaíso,5,Waste,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
8,La Serena,Región de Coquimbo,6,Stationary Energy,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
8,La Serena,Región de Coquimbo,6,Transportation,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
8,La Serena,Región de Coquimbo,6,IPPU,highly_coordinated,4,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
8,La Serena,Región de Coquimbo,6,IPPU,idiosyncratic,4,3,grant / PES / TA,True,firm-actor: city is referrer,False
8,La Serena,Región de Coquimbo,6,IPPU,semi_coordinated,4,18,programmatic / blended,True,firm-actor: city is referrer,False
11,Valdivia,Región de Los Ríos,6,Transportation,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
11,Valdivia,Región de Los Ríos,6,AFOLU,idiosyncratic,4,27,grant / PES / TA,True,municipal applicant,False
13,Caldera,Región de Atacama,4,Stationary Energy,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
13,Caldera,Región de Atacama,4,IPPU,highly_coordinated,4,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
13,Caldera,Región de Atacama,4,IPPU,idiosyncratic,4,3,grant / PES / TA,True,firm-actor: city is referrer,False
13,Caldera,Región de Atacama,4,IPPU,semi_coordinated,4,18,programmatic / blended,True,firm-actor: city is referrer,False
15,Lo Espejo,Región Metropolitana de Santiago,6,Stationary Energy,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
15,Lo Espejo,Región Metropolitana de Santiago,6,Transportation,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
15,Lo Espejo,Región Metropolitana de Santiago,6,Waste,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
15,Lo Espejo,Región Metropolitana de Santiago,6,IPPU,highly_coordinated,4,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
15,Lo Espejo,Región Metropolitana de Santiago,6,IPPU,idiosyncratic,4,3,grant / PES / TA,True,firm-actor: city is referrer,False
15,Lo Espejo,Región Metropolitana de Santiago,6,IPPU,semi_coordinated,4,18,programmatic / blended,True,firm-actor: city is referrer,False
18,Iquique,Región de Tarapacá,7,IPPU,highly_coordinated,4,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
18,Iquique,Región de Tarapacá,7,IPPU,idiosyncratic,4,3,grant / PES / TA,True,firm-actor: city is referrer,False
18,Iquique,Región de Tarapacá,7,IPPU,semi_coordinated,4,18,programmatic / blended,True,firm-actor: city is referrer,False
21,Puchuncaví,Región de Valparaíso,11,AFOLU,idiosyncratic,4,27,grant / PES / TA,True,municipal applicant,False
24,Puerto Montt,Región de Los Lagos,11,Waste,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
24,Puerto Montt,Región de Los Lagos,11,IPPU,highly_coordinated,4,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
24,Puerto Montt,Región de Los Lagos,11,IPPU,idiosyncratic,4,3,grant / PES / TA,True,firm-actor: city is referrer,False
24,Puerto Montt,Región de Los Lagos,11,IPPU,semi_coordinated,4,18,programmatic / blended,True,firm-actor: city is referrer,False
25,San Carlos,Región de Ñuble,7,Transportation,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
29,Chillán Viejo,Región de Ñuble,4,Stationary Energy,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
30,Castro,Región de Los Lagos,4,Stationary Energy,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
30,Castro,Región de Los Lagos,4,IPPU,highly_coordinated,4,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
30,Castro,Región de Los Lagos,4,IPPU,idiosyncratic,4,3,grant / PES / TA,True,firm-actor: city is referrer,False
30,Castro,Región de Los Lagos,4,IPPU,semi_coordinated,4,18,programmatic / blended,True,firm-actor: city is referrer,False
37,Rengo,Región del Libertador Bernardo O'Higgins,5,AFOLU,idiosyncratic,4,27,grant / PES / TA,True,municipal applicant,False
39,Cabrero,Región del Bío-Bío,9,Transportation,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
39,Cabrero,Región del Bío-Bío,9,Waste,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
40,Los Vilos,Región de Coquimbo,5,Transportation,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
41,Talca,Región del Maule,4,Stationary Energy,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
42,Ovalle,Región de Coquimbo,4,Stationary Energy,idiosyncratic,4,2,grant / PES / TA,True,municipal applicant,False
42,Ovalle,Región de Coquimbo,4,IPPU,highly_coordinated,4,5,pooled grant/loan · ESCO · debt,True,firm-actor: city is referrer,False
